base_plus_pca_surprise_skill,base_plus_surprise_skill,base_plus_velocity_skill,base_plus_velocity_surprise_skill,base_skill,block_rows,block_seconds,ci_high,ci_low,diagnostic,draws,feature,increment_beyond_velocity,paired_increment_beyond_velocity,paired_intervals,quintile_monotonic,quintile_samples,quintile_target_means,samples,seed,spearman,target
,,,,,12,60,0.10050325782131517,0.00045217383764085506,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,1,0.04931250799876288,surface_displacement
,,,,,24,120,0.10286405994679178,-0.005732281799954145,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,1,0.04931250799876288,surface_displacement
,,,,,60,300,0.10059339778002577,-0.018135200280887057,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,1,0.04931250799876288,surface_displacement
,,,,,12,60,0.01053069291958934,-0.08282810660834072,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.0045507706599954255]",2342,1,-0.02940348704339894,absolute_atm_iv_change
,,,,,24,120,0.01948008168372175,-0.07635494807101405,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.0045507706599954255]",2342,1,-0.02940348704339894,absolute_atm_iv_change
,,,,,60,300,0.019163284998844954,-0.08498941130569629,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.0045507706599954255]",2342,1,-0.02940348704339894,absolute_atm_iv_change
,,,,,12,60,0.17271718053423535,2.9697342053059227e-05,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.00011404065644264808]",2342,1,0.07842865614362428,realized_futures_volatility
,,,,,24,120,0.20098307433427343,-0.02226661942462416,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.00011404065644264808]",2342,1,0.07842865614362428,realized_futures_volatility
,,,,,60,300,0.21040647274861335,-0.0077649538757925286,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.00011404065644264808]",2342,1,0.07842865614362428,realized_futures_volatility
,,,,,12,60,0.09280515710743034,-0.05248570136641954,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,8.653433886885542e-05]",2342,1,0.01689155405605412,absolute_futures_return
,,,,,24,120,0.1060503415549361,-0.05318459320891903,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,8.653433886885542e-05]",2342,1,0.01689155405605412,absolute_futures_return
,,,,,60,300,0.12632955946699043,-0.04657750388334582,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,8.653433886885542e-05]",2342,1,0.01689155405605412,absolute_futures_return
,,,,,12,60,0.003258165459272055,-0.06988665776324035,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,-1.7938044063455045e-06]",2342,1,-0.029113333140283214,near_atm_spread_change
,,,,,24,120,0.002691064239054307,-0.06127753412911978,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,-1.7938044063455045e-06]",2342,1,-0.029113333140283214,near_atm_spread_change
,,,,,60,300,-0.009768589658327177,-0.058020502283952724,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,-1.7938044063455045e-06]",2342,1,-0.029113333140283214,near_atm_spread_change
,,,,,12,60,-0.056683313029767216,-0.20468403054796583,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,4.62682661620294e-05]",2342,1,-0.13088056241277787,absolute_atm_straddle_change
,,,,,24,120,-0.049913843086650526,-0.20910456586429071,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,4.62682661620294e-05]",2342,1,-0.13088056241277787,absolute_atm_straddle_change
,,,,,60,300,-0.02534808398158967,-0.19957631477728302,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,4.62682661620294e-05]",2342,1,-0.13088056241277787,absolute_atm_straddle_change
,,,,,12,60,0.04582034030862935,-0.08118922093333998,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,3.615126816807776e-07]",2342,1,-0.024015835678566334,parity_restoration
,,,,,24,120,0.04490673539691078,-0.08884897073773443,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,3.615126816807776e-07]",2342,1,-0.024015835678566334,parity_restoration
,,,,,60,300,0.035001153470961284,-0.06375725386913168,diagnostic_1,500,surprise_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,3.615126816807776e-07]",2342,1,-0.024015835678566334,parity_restoration
,,,,,12,60,0.114263753992993,0.013558734063970753,diagnostic_1,500,surprise_unit_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,1,0.06339109107375412,surface_displacement
,,,,,24,120,0.11803945417058785,0.005737564338850749,diagnostic_1,500,surprise_unit_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,1,0.06339109107375412,surface_displacement
,,,,,60,300,0.11517932657402517,-0.010088862981064924,diagnostic_1,500,surprise_unit_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,1,0.06339109107375412,surface_displacement
,,,,,12,60,0.02189654724429377,-0.07258294496602508,diagnostic_1,500,surprise_unit_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.0045507706599954255]",2342,1,-0.017828954135232986,absolute_atm_iv_change
,,,,,24,120,0.03053899745236673,-0.06630589611914678,diagnostic_1,500,surprise_unit_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.0045507706599954255]",2342,1,-0.017828954135232986,absolute_atm_iv_change
,,,,,60,300,0.035786901392122775,-0.07506119185045322,diagnostic_1,500,surprise_unit_l2_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.0045507706599954255]",2342,1,-0.017828954135232986,absolute_atm_iv_change
,,,,,12,60,0.114263753992993,0.013558734063970753,diagnostic_1,500,surprise_cosine_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,1,0.06339109107375412,surface_displacement
,,,,,24,120,0.11803945417058785,0.005737564338850749,diagnostic_1,500,surprise_cosine_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,1,0.06339109107375412,surface_displacement
,,,,,60,300,0.11517932657402517,-0.010088862981064924,diagnostic_1,500,surprise_cosine_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,1,0.06339109107375412,surface_displacement
,,,,,12,60,0.02189654724429377,-0.07258294496602508,diagnostic_1,500,surprise_cosine_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.0045507706599954255]",2342,1,-0.017828954135232986,absolute_atm_iv_change
,,,,,24,120,0.03053899745236673,-0.06630589611914678,diagnostic_1,500,surprise_cosine_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.0045507706599954255]",2342,1,-0.017828954135232986,absolute_atm_iv_change
,,,,,60,300,0.035786901392122775,-0.07506119185045322,diagnostic_1,500,surprise_cosine_5s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.0045507706599954255]",2342,1,-0.017828954135232986,absolute_atm_iv_change
0.06614172063888157,0.019994468242151564,-0.09330757253473743,0.030176857339451413,-0.08200533791537845,,,,,diagnostic_1,,surprise_increment_5s,0.12348442987418884,"{""60s"":{""mean_mae_reduction"":0.002367779612905376,""ci_low"":0.00211865843068678,""ci_high"":0.0026216420295602275,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":0.002367779612905376,""ci_low"":0.0021117943590482063,""ci_high"":0.0026051946328979423,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":0.002367779612905376,""ci_low"":0.002107841355624021,""ci_high"":0.0026184286365879524,""positive_probability"":1.0,""block_rows"":60,""draws"":500}}","{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":0.002151062406215778,""ci_low"":0.0019324579488673819,""ci_high"":0.0023788635448041867,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":0.002151062406215778,""ci_low"":0.0019368317626460966,""ci_high"":0.002391638338135356,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":0.002151062406215778,""ci_low"":0.0019291898954616666,""ci_high"":0.0023771123897266037,""positive_probability"":1.0,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":0.0014486312428549518,""ci_low"":0.0012543511574153007,""ci_high"":0.0016727020881270836,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":0.0014486312428549518,""ci_low"":0.0012225798216441565,""ci_high"":0.0016656865434219392,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":0.0014486312428549518,""ci_low"":0.0012253496732640289,""ci_high"":0.0016734641101018668,""positive_probability"":1.0,""block_rows"":60,""draws"":500}}}",,,,,1,,surface_displacement
0.14978163279748824,0.18107225316909503,0.1711693877813215,0.18336505510588497,0.1716380222591154,,,,,diagnostic_1,,surprise_increment_5s,0.012195667324563453,"{""60s"":{""mean_mae_reduction"":5.296936823331345e-05,""ci_low"":5.020096594675933e-05,""ci_high"":5.591749283273578e-05,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":5.296936823331345e-05,""ci_low"":4.9701693061511634e-05,""ci_high"":5.635612366083026e-05,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":5.296936823331345e-05,""ci_low"":4.916671544418294e-05,""ci_high"":5.669846764519186e-05,""positive_probability"":1.0,""block_rows"":60,""draws"":500}}","{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":5.0933950936296214e-05,""ci_low"":4.754807832611743e-05,""ci_high"":5.372946276699376e-05,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":5.0933950936296214e-05,""ci_low"":4.72561349767675e-05,""ci_high"":5.464080535878754e-05,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":5.0933950936296214e-05,""ci_low"":4.708013896589751e-05,""ci_high"":5.454784764221397e-05,""positive_probability"":1.0,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":4.629776014353134e-05,""ci_low"":4.3682330187110244e-05,""ci_high"":4.869486158549002e-05,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":4.629776014353134e-05,""ci_low"":4.335720271257012e-05,""ci_high"":4.9155576451438666e-05,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":4.629776014353134e-05,""ci_low"":4.2936660370086485e-05,""ci_high"":4.999016453949751e-05,""positive_probability"":1.0,""block_rows"":60,""draws"":500}}}",,,,,1,,absolute_atm_iv_change
,,,,,12,60,0.027895448409592988,-0.045579446748814485,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.043788369207352976]",4477,1,-0.00493545637312924,surface_displacement
,,,,,24,120,0.035032249815559344,-0.053429221854982945,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.043788369207352976]",4477,1,-0.00493545637312924,surface_displacement
,,,,,60,300,0.03278090158230673,-0.06348742784962227,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.043788369207352976]",4477,1,-0.00493545637312924,surface_displacement
,,,,,12,60,-0.01572881036160215,-0.08033851212108238,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.005322463640696454]",4477,1,-0.04635497624942857,absolute_atm_iv_change
,,,,,24,120,-0.015518546679438779,-0.08445574574843885,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.005322463640696454]",4477,1,-0.04635497624942857,absolute_atm_iv_change
,,,,,60,300,-0.014171026363972383,-0.09387407565163429,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.005322463640696454]",4477,1,-0.04635497624942857,absolute_atm_iv_change
,,,,,12,60,0.18443944575826507,0.0544506897912703,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.0001253889831551262]",4477,1,0.11975021409695148,realized_futures_volatility
,,,,,24,120,0.20358334421847352,0.04274548020169089,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.0001253889831551262]",4477,1,0.11975021409695148,realized_futures_volatility
,,,,,60,300,0.22414372865632676,0.03727610503072611,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.0001253889831551262]",4477,1,0.11975021409695148,realized_futures_volatility
,,,,,12,60,0.08612967215047283,-0.015567265425125869,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,9.158639096244521e-05]",4477,1,0.03803484410426183,absolute_futures_return
,,,,,24,120,0.09513913343269254,-0.022566058399240595,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,9.158639096244521e-05]",4477,1,0.03803484410426183,absolute_futures_return
,,,,,60,300,0.10680444065905181,-0.019089347026888043,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,9.158639096244521e-05]",4477,1,0.03803484410426183,absolute_futures_return
,,,,,12,60,0.0012649872708508925,-0.05355139154390478,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,-2.1047722142079905e-07]",4477,1,-0.027327483054221197,near_atm_spread_change
,,,,,24,120,-9.373133819841703e-05,-0.051723647740548065,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,-2.1047722142079905e-07]",4477,1,-0.027327483054221197,near_atm_spread_change
,,,,,60,300,-0.00314089338401694,-0.05044347406241391,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,-2.1047722142079905e-07]",4477,1,-0.027327483054221197,near_atm_spread_change
,,,,,12,60,0.10874874241390894,0.006827582930304919,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,7.251794109866106e-05]",4477,1,0.056221076406844026,absolute_atm_straddle_change
,,,,,24,120,0.11028177736833952,0.0042702770128443535,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,7.251794109866106e-05]",4477,1,0.056221076406844026,absolute_atm_straddle_change
,,,,,60,300,0.13570016714350847,-0.005711075311333631,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,7.251794109866106e-05]",4477,1,0.056221076406844026,absolute_atm_straddle_change
,,,,,12,60,0.0582865698052951,-0.03558319378796239,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,8.705193779354523e-08]",4477,1,0.011263345022274916,parity_restoration
,,,,,24,120,0.05349617613519689,-0.035339565302820265,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,8.705193779354523e-08]",4477,1,0.011263345022274916,parity_restoration
,,,,,60,300,0.050841277925965336,-0.02068588696608593,diagnostic_2,500,surprise_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,8.705193779354523e-08]",4477,1,0.011263345022274916,parity_restoration
,,,,,12,60,0.03424295507688204,-0.04091973678599144,diagnostic_2,500,surprise_unit_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.043788369207352976]",4477,1,-0.0009158845781184559,surface_displacement
,,,,,24,120,0.03814860886435439,-0.05085509361559789,diagnostic_2,500,surprise_unit_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.043788369207352976]",4477,1,-0.0009158845781184559,surface_displacement
,,,,,60,300,0.03707160173408485,-0.05880572228686171,diagnostic_2,500,surprise_unit_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.043788369207352976]",4477,1,-0.0009158845781184559,surface_displacement
,,,,,12,60,-0.010491124271437672,-0.07669472396958325,diagnostic_2,500,surprise_unit_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.005322463640696454]",4477,1,-0.04158159338397109,absolute_atm_iv_change
,,,,,24,120,-0.009804789983644327,-0.07978521259496546,diagnostic_2,500,surprise_unit_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.005322463640696454]",4477,1,-0.04158159338397109,absolute_atm_iv_change
,,,,,60,300,-0.007875222162696862,-0.0910728837595132,diagnostic_2,500,surprise_unit_l2_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.005322463640696454]",4477,1,-0.04158159338397109,absolute_atm_iv_change
,,,,,12,60,0.03424295507688204,-0.04091973678599144,diagnostic_2,500,surprise_cosine_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.043788369207352976]",4477,1,-0.0009158845781184559,surface_displacement
,,,,,24,120,0.03814860886435439,-0.05085509361559789,diagnostic_2,500,surprise_cosine_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.043788369207352976]",4477,1,-0.0009158845781184559,surface_displacement
,,,,,60,300,0.03707160173408485,-0.05880572228686171,diagnostic_2,500,surprise_cosine_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.043788369207352976]",4477,1,-0.0009158845781184559,surface_displacement
,,,,,12,60,-0.010491124271437672,-0.07669472396958325,diagnostic_2,500,surprise_cosine_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.005322463640696454]",4477,1,-0.04158159338397109,absolute_atm_iv_change
,,,,,24,120,-0.009804789983644327,-0.07978521259496546,diagnostic_2,500,surprise_cosine_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.005322463640696454]",4477,1,-0.04158159338397109,absolute_atm_iv_change
,,,,,60,300,-0.007875222162696862,-0.0910728837595132,diagnostic_2,500,surprise_cosine_5s,,,,False,"[0,0,0,0,4477]","[null,null,null,null,0.005322463640696454]",4477,1,-0.04158159338397109,absolute_atm_iv_change
-0.029404105434525096,-0.09212026974547194,-0.22924296349624074,-0.08249315765164789,-0.2206168077093067,,,,,diagnostic_2,,surprise_increment_5s,0.14674980584459285,"{""60s"":{""mean_mae_reduction"":0.0028220999686821764,""ci_low"":0.002617107179523402,""ci_high"":0.003082023421090181,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":0.0028220999686821764,""ci_low"":0.0025539301696211733,""ci_high"":0.003084161560882103,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":0.0028220999686821764,""ci_low"":0.002447843888484021,""ci_high"":0.0031801479241612457,""positive_probability"":1.0,""block_rows"":60,""draws"":500}}","{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":0.0026562130440893486,""ci_low"":0.0024343450871816565,""ci_high"":0.0028690486092346145,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":0.0026562130440893486,""ci_low"":0.002411357073178656,""ci_high"":0.0029241082080296555,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":0.0026562130440893486,""ci_low"":0.0023012437475534407,""ci_high"":0.003049138609619618,""positive_probability"":1.0,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":0.0019651905950067118,""ci_low"":0.0017461324497812316,""ci_high"":0.0022056990250815763,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":0.0019651905950067118,""ci_low"":0.0016969296790919398,""ci_high"":0.002228197122971779,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":0.0019651905950067118,""ci_low"":0.0016078068174839675,""ci_high"":0.002336840388655994,""positive_probability"":1.0,""block_rows"":60,""draws"":500}}}",,,,,1,,surface_displacement
0.17350995615275977,0.19824918195853325,0.18911681610694242,0.2001218015402758,0.1894451971199771,,,,,diagnostic_2,,surprise_increment_5s,0.011004985433333392,"{""60s"":{""mean_mae_reduction"":5.627190048464972e-05,""ci_low"":5.391919878576609e-05,""ci_high"":5.86367219567982e-05,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":5.627190048464972e-05,""ci_low"":5.36119008567248e-05,""ci_high"":5.914989043146848e-05,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":5.627190048464972e-05,""ci_low"":5.20664548543027e-05,""ci_high"":6.04556467513366e-05,""positive_probability"":1.0,""block_rows"":60,""draws"":500}}","{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":5.4592786614080596e-05,""ci_low"":5.2123834446657465e-05,""ci_high"":5.742734604406108e-05,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":5.4592786614080596e-05,""ci_low"":5.154278570840502e-05,""ci_high"":5.747054513655486e-05,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":5.4592786614080596e-05,""ci_low"":5.0602514749664843e-05,""ci_high"":5.8926001761692576e-05,""positive_probability"":1.0,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":5.211178336804483e-05,""ci_low"":4.9627744417198366e-05,""ci_high"":5.4672662798664796e-05,""positive_probability"":1.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":5.211178336804483e-05,""ci_low"":4.8989078204467575e-05,""ci_high"":5.480683967994825e-05,""positive_probability"":1.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":5.211178336804483e-05,""ci_low"":4.788284993131961e-05,""ci_high"":5.5710377374805227e-05,""positive_probability"":1.0,""block_rows"":60,""draws"":500}}}",,,,,1,,absolute_atm_iv_change
,,,,,12,60,0.09758120056860561,-0.0003628608150438758,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,1,0.04855513511320588,surface_displacement
,,,,,24,120,0.10298163846296493,-0.004075721787998584,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,1,0.04855513511320588,surface_displacement
,,,,,60,300,0.10266659117338882,-0.020448079794661487,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,1,0.04855513511320588,surface_displacement
,,,,,12,60,0.012263873724394997,-0.07539356042843633,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.0045507706599954255]",2342,1,-0.02756194594202147,absolute_atm_iv_change
,,,,,24,120,0.01819605341845347,-0.07252480148800752,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.0045507706599954255]",2342,1,-0.02756194594202147,absolute_atm_iv_change
,,,,,60,300,0.018274508202727194,-0.07707147396658544,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.0045507706599954255]",2342,1,-0.02756194594202147,absolute_atm_iv_change
,,,,,12,60,0.16012710782518075,-0.013287275255449808,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.00011404065644264808]",2342,1,0.06762496086032536,realized_futures_volatility
,,,,,24,120,0.18964390782416146,-0.03612233056423632,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.00011404065644264808]",2342,1,0.06762496086032536,realized_futures_volatility
,,,,,60,300,0.1993379519112435,-0.0242101137261637,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.00011404065644264808]",2342,1,0.06762496086032536,realized_futures_volatility
,,,,,12,60,0.08093188500138093,-0.06846218907689314,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,8.653433886885542e-05]",2342,1,0.002220481332307399,absolute_futures_return
,,,,,24,120,0.08706251360983755,-0.07045650057788266,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,8.653433886885542e-05]",2342,1,0.002220481332307399,absolute_futures_return
,,,,,60,300,0.1081274086593184,-0.0612175321958759,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,8.653433886885542e-05]",2342,1,0.002220481332307399,absolute_futures_return
,,,,,12,60,-0.01032757383305977,-0.07816261704442397,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,-1.7938044063455045e-06]",2342,1,-0.04033694513159821,near_atm_spread_change
,,,,,24,120,-0.010925056283717509,-0.0725166147778931,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,-1.7938044063455045e-06]",2342,1,-0.04033694513159821,near_atm_spread_change
,,,,,60,300,-0.018960827468148905,-0.07068674512435512,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,-1.7938044063455045e-06]",2342,1,-0.04033694513159821,near_atm_spread_change
,,,,,12,60,-0.06744592443257943,-0.2105609572513375,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,4.62682661620294e-05]",2342,1,-0.13769779327493273,absolute_atm_straddle_change
,,,,,24,120,-0.05890245024166705,-0.20970653841784292,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,4.62682661620294e-05]",2342,1,-0.13769779327493273,absolute_atm_straddle_change
,,,,,60,300,-0.03724901838124912,-0.20269356468057126,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,4.62682661620294e-05]",2342,1,-0.13769779327493273,absolute_atm_straddle_change
,,,,,12,60,0.07492372595621774,-0.055553579370326955,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,3.615126816807776e-07]",2342,1,0.0032150476843329444,parity_restoration
,,,,,24,120,0.07232531560141625,-0.06501086394125075,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,3.615126816807776e-07]",2342,1,0.0032150476843329444,parity_restoration
,,,,,60,300,0.06547142884264684,-0.043340268874985315,diagnostic_1,500,surprise_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,3.615126816807776e-07]",2342,1,0.0032150476843329444,parity_restoration
,,,,,12,60,0.11278849472331266,0.015067494295658925,diagnostic_1,500,surprise_unit_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,1,0.063769348737699,surface_displacement
,,,,,24,120,0.12036115683624193,0.00956577406332126,diagnostic_1,500,surprise_unit_l2_30s,,,,False,"[0,0,0,0,2342]","[null,null,null,null,0.043770948094186087]",2342,1,0.063769348737699,surface_displacement
