base_plus_metric_skill,base_plus_pca_metric_skill,base_plus_velocity_metric_skill,base_plus_velocity_skill,base_skill,block_rows,block_seconds,ci_high,ci_low,diagnostic,draws,feature,increment_beyond_velocity,paired_increment_beyond_velocity,paired_intervals,quintile_monotonic,quintile_samples,quintile_target_means,samples,seed,spearman,target
,,,,,12,60,0.12862751435453304,0.07052598889669816,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[0.004621402096917045,0.005346253109213181,0.006236120355579088,null,null]",4477,7,0.10107676227410141,absolute_atm_iv_change
,,,,,24,120,0.13075247510914104,0.07476968773602877,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[0.004621402096917045,0.005346253109213181,0.006236120355579088,null,null]",4477,7,0.10107676227410141,absolute_atm_iv_change
,,,,,60,300,0.13223272889402746,0.06643061267272926,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[0.004621402096917045,0.005346253109213181,0.006236120355579088,null,null]",4477,7,0.10107676227410141,absolute_atm_iv_change
,,,,,12,60,0.027258663253995532,-0.05159655079876241,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[0.00013432017142456126,0.0001249805750930811,0.00012212111229123265,null,null]",4477,7,-0.012231416676392128,realized_futures_volatility
,,,,,24,120,0.0322838987428083,-0.04925556814303613,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[0.00013432017142456126,0.0001249805750930811,0.00012212111229123265,null,null]",4477,7,-0.012231416676392128,realized_futures_volatility
,,,,,60,300,0.037633315143472984,-0.05302992613549659,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[0.00013432017142456126,0.0001249805750930811,0.00012212111229123265,null,null]",4477,7,-0.012231416676392128,realized_futures_volatility
,,,,,12,60,0.048856560382845006,-0.025113025446704722,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[0.00010367609419912662,9.076819460616153e-05,0.00010825103183962264,null,null]",4477,7,0.01250077420002665,absolute_futures_return
,,,,,24,120,0.06185575128474365,-0.032080557670270064,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[0.00010367609419912662,9.076819460616153e-05,0.00010825103183962264,null,null]",4477,7,0.01250077420002665,absolute_futures_return
,,,,,60,300,0.0587162639922234,-0.02990761803201857,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[0.00010367609419912662,9.076819460616153e-05,0.00010825103183962264,null,null]",4477,7,0.01250077420002665,absolute_futures_return
,,,,,12,60,0.06129967820085847,0.010075724933227032,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[-4.578131518188319e-05,3.6129423405874275e-06,-0.00012178077057162124,null,null]",4477,7,0.03354694843928584,near_atm_spread_change
,,,,,24,120,0.055141736743535404,0.013275159109879312,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[-4.578131518188319e-05,3.6129423405874275e-06,-0.00012178077057162124,null,null]",4477,7,0.03354694843928584,near_atm_spread_change
,,,,,60,300,0.05324089812923136,0.01192453849492525,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[-4.578131518188319e-05,3.6129423405874275e-06,-0.00012178077057162124,null,null]",4477,7,0.03354694843928584,near_atm_spread_change
,,,,,12,60,0.07809822323587763,0.004109676275359125,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[6.862626551597748e-05,7.296774000396416e-05,5.2338360615496367e-05,null,null]",4477,7,0.038560905484460506,absolute_atm_straddle_change
,,,,,24,120,0.07957279946887443,0.00013830030933713533,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[6.862626551597748e-05,7.296774000396416e-05,5.2338360615496367e-05,null,null]",4477,7,0.038560905484460506,absolute_atm_straddle_change
,,,,,60,300,0.07649680784844945,0.0007513153736633453,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[6.862626551597748e-05,7.296774000396416e-05,5.2338360615496367e-05,null,null]",4477,7,0.038560905484460506,absolute_atm_straddle_change
,,,,,12,60,0.039431212143512945,-0.02698047119345184,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[-5.103327412315302e-07,1.5261019355983293e-07,-2.7334352571930175e-06,null,null]",4477,7,0.007762079806106886,parity_restoration
,,,,,24,120,0.041348765542766355,-0.020761863352766478,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[-5.103327412315302e-07,1.5261019355983293e-07,-2.7334352571930175e-06,null,null]",4477,7,0.007762079806106886,parity_restoration
,,,,,60,300,0.03590522346832602,-0.018007211281509512,diagnostic_2,500,acceleration_30s,,,,False,"[212,4212,53,0,0]","[-5.103327412315302e-07,1.5261019355983293e-07,-2.7334352571930175e-06,null,null]",4477,7,0.007762079806106886,parity_restoration
,,,,,12,60,-0.03167880717360895,-0.0933321379703596,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[0.04588686781798133,0.043796362000373956,0.042526312440422535,0.041114994031350785,0.04335256113688667]",4477,7,-0.05957166522579229,surface_displacement
,,,,,24,120,-0.031038648740896017,-0.09088817892148579,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[0.04588686781798133,0.043796362000373956,0.042526312440422535,0.041114994031350785,0.04335256113688667]",4477,7,-0.05957166522579229,surface_displacement
,,,,,60,300,-0.02821329973178512,-0.09573208648752936,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[0.04588686781798133,0.043796362000373956,0.042526312440422535,0.041114994031350785,0.04335256113688667]",4477,7,-0.05957166522579229,surface_displacement
,,,,,12,60,-0.01368147928572875,-0.07355128872341461,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[0.00562037806077437,0.005429708845776953,0.0051021566926103545,0.004994475778912296,0.005213882970458089]",4477,7,-0.04182622456041054,absolute_atm_iv_change
,,,,,24,120,-0.008829358228730858,-0.07497157782878996,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[0.00562037806077437,0.005429708845776953,0.0051021566926103545,0.004994475778912296,0.005213882970458089]",4477,7,-0.04182622456041054,absolute_atm_iv_change
,,,,,60,300,-0.011729149333875515,-0.07687516959734626,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[0.00562037806077437,0.005429708845776953,0.0051021566926103545,0.004994475778912296,0.005213882970458089]",4477,7,-0.04182622456041054,absolute_atm_iv_change
,,,,,12,60,0.013739286477203455,-0.04925076853306686,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[0.00012529646243830675,0.0001271630842769112,0.00012793573960011938,0.00013066653673643396,0.00012162809589219411]",4477,7,-0.016960721585963918,realized_futures_volatility
,,,,,24,120,0.009082583862496888,-0.04770522566996928,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[0.00012529646243830675,0.0001271630842769112,0.00012793573960011938,0.00013066653673643396,0.00012162809589219411]",4477,7,-0.016960721585963918,realized_futures_volatility
,,,,,60,300,0.012632945009488349,-0.04959856389031379,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[0.00012529646243830675,0.0001271630842769112,0.00012793573960011938,0.00013066653673643396,0.00012162809589219411]",4477,7,-0.016960721585963918,realized_futures_volatility
,,,,,12,60,0.023772053388838296,-0.03246683423663223,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[9.084250710227273e-05,9.207149128337483e-05,9.629097126673589e-05,9.708725103811056e-05,8.804029088077291e-05]",4477,7,-0.003476935314226977,absolute_futures_return
,,,,,24,120,0.024162069893624082,-0.029339071361941978,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[9.084250710227273e-05,9.207149128337483e-05,9.629097126673589e-05,9.708725103811056e-05,8.804029088077291e-05]",4477,7,-0.003476935314226977,absolute_futures_return
,,,,,60,300,0.03013940825428066,-0.03492259612913794,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[9.084250710227273e-05,9.207149128337483e-05,9.629097126673589e-05,9.708725103811056e-05,8.804029088077291e-05]",4477,7,-0.003476935314226977,absolute_futures_return
,,,,,12,60,-0.021771041571939875,-0.0774045327554197,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[6.728209172036837e-05,-6.297169767717588e-05,-1.9929979303133325e-05,4.391998841090738e-06,-3.5814157518926674e-05]",4477,7,-0.050633815261806166,near_atm_spread_change
,,,,,24,120,-0.024142492847695166,-0.07732674244618543,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[6.728209172036837e-05,-6.297169767717588e-05,-1.9929979303133325e-05,4.391998841090738e-06,-3.5814157518926674e-05]",4477,7,-0.050633815261806166,near_atm_spread_change
,,,,,60,300,-0.02229609285165447,-0.07716267674704806,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[6.728209172036837e-05,-6.297169767717588e-05,-1.9929979303133325e-05,4.391998841090738e-06,-3.5814157518926674e-05]",4477,7,-0.050633815261806166,near_atm_spread_change
,,,,,12,60,0.028258983812102616,-0.027257645762694373,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[7.490646365013989e-05,7.663066959479353e-05,8.23668315037254e-05,6.536998856468361e-05,6.789711218272308e-05]",4477,7,0.001437116377600435,absolute_atm_straddle_change
,,,,,24,120,0.029938501199525194,-0.02518481353847164,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[7.490646365013989e-05,7.663066959479353e-05,8.23668315037254e-05,6.536998856468361e-05,6.789711218272308e-05]",4477,7,0.001437116377600435,absolute_atm_straddle_change
,,,,,60,300,0.027107119330837523,-0.02151955435970234,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[7.490646365013989e-05,7.663066959479353e-05,8.23668315037254e-05,6.536998856468361e-05,6.789711218272308e-05]",4477,7,0.001437116377600435,absolute_atm_straddle_change
,,,,,12,60,0.01254668131629542,-0.04505274242645848,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[7.012482588338157e-07,-7.207708865243791e-09,1.4608605182675565e-06,-2.7187566085573785e-07,-8.395828264041834e-07]",4477,7,-0.01572658158059291,parity_restoration
,,,,,24,120,0.011796466480882395,-0.04797509448217612,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[7.012482588338157e-07,-7.207708865243791e-09,1.4608605182675565e-06,-2.7187566085573785e-07,-8.395828264041834e-07]",4477,7,-0.01572658158059291,parity_restoration
,,,,,60,300,0.01258269807919301,-0.045875622281496276,diagnostic_2,500,curvature_30s,,,,False,"[1375,546,538,595,1423]","[7.012482588338157e-07,-7.207708865243791e-09,1.4608605182675565e-06,-2.7187566085573785e-07,-8.395828264041834e-07]",4477,7,-0.01572658158059291,parity_restoration
-0.221550985888622,-0.12636171274475494,-0.2367461917686835,-0.22706466025054195,-0.2206168077093067,,,,,diagnostic_2,,acceleration_increment_30s,-0.00968153151814155,"{""60s"":{""mean_mae_reduction"":-0.00018618252771711823,""ci_low"":-0.00020632707752552156,""ci_high"":-0.00016452776429167553,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-0.00018618252771711823,""ci_low"":-0.00020817481864584766,""ci_high"":-0.00016439650273319693,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-0.00018618252771711823,""ci_low"":-0.00021016333801116206,""ci_high"":-0.00016270078614453204,""positive_probability"":0.0,""block_rows"":60,""draws"":500}}","{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":-0.0003101791786834377,""ci_low"":-0.0003462790308035673,""ci_high"":-0.00027329886400711824,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-0.0003101791786834377,""ci_low"":-0.0003507381076359322,""ci_high"":-0.00026898883266920074,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-0.0003101791786834377,""ci_low"":-0.00035940427638765264,""ci_high"":-0.0002672454052708158,""positive_probability"":0.0,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":-0.00030851257012394907,""ci_low"":-0.00034253988181794315,""ci_high"":-0.0002649829379776992,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-0.00030851257012394907,""ci_low"":-0.0003477550601984983,""ci_high"":-0.0002702069275648476,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-0.00030851257012394907,""ci_low"":-0.00034978142763735973,""ci_high"":-0.0002687210035773558,""positive_probability"":0.0,""block_rows"":60,""draws"":500}}}",,,,,7,,surface_displacement
-0.2294948180244587,-0.14748818947539677,-0.24008226938346255,-0.22706466025054195,-0.2206168077093067,,,,,diagnostic_2,,curvature_increment_30s,-0.013017609132920605,"{""60s"":{""mean_mae_reduction"":-0.00025033760089084413,""ci_low"":-0.00028023831682175366,""ci_high"":-0.00022017768031794673,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-0.00025033760089084413,""ci_low"":-0.0002824832590369299,""ci_high"":-0.0002165662073959637,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-0.00025033760089084413,""ci_low"":-0.00028967629553270074,""ci_high"":-0.00021053812701230757,""positive_probability"":0.0,""block_rows"":60,""draws"":500}}","{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":-0.0003743342518571636,""ci_low"":-0.0004144784849038995,""ci_high"":-0.000327850592394835,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-0.0003743342518571636,""ci_low"":-0.00043122068190569896,""ci_high"":-0.0003174946330267749,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-0.0003743342518571636,""ci_low"":-0.0004491980931299969,""ci_high"":-0.00030763963983871815,""positive_probability"":0.0,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":-0.0006898448412971154,""ci_low"":-0.0007420991221131619,""ci_high"":-0.0006275471864083817,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-0.0006898448412971154,""ci_low"":-0.000747375111309042,""ci_high"":-0.0006284687930877662,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-0.0006898448412971154,""ci_low"":-0.0007648656502541895,""ci_high"":-0.0006172844538866361,""positive_probability"":0.0,""block_rows"":60,""draws"":500}}}",,,,,7,,surface_displacement
0.18943740522453023,0.16511796646443888,0.18891502046691766,0.18903593086717252,0.1894451971199771,,,,,diagnostic_2,,acceleration_increment_30s,-0.00012091040025485889,"{""60s"":{""mean_mae_reduction"":-6.182523413522447e-07,""ci_low"":-7.02474962265649e-07,""ci_high"":-5.229762952287808e-07,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-6.182523413522447e-07,""ci_low"":-7.076454517243507e-07,""ci_high"":-5.230896695142376e-07,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-6.182523413522447e-07,""ci_low"":-7.33834317980735e-07,""ci_high"":-5.154726353920792e-07,""positive_probability"":0.0,""block_rows"":60,""draws"":500}}","{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":-2.710957505665333e-06,""ci_low"":-3.063160219262583e-06,""ci_high"":-2.374959513646748e-06,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-2.710957505665333e-06,""ci_low"":-3.0837909384925073e-06,""ci_high"":-2.326516044982439e-06,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-2.710957505665333e-06,""ci_low"":-3.209503560132756e-06,""ci_high"":-2.2195085905746806e-06,""positive_probability"":0.0,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":-4.318322785247579e-06,""ci_low"":-4.648082085042773e-06,""ci_high"":-3.920785595929187e-06,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-4.318322785247579e-06,""ci_low"":-4.7138126240785485e-06,""ci_high"":-3.885811073848952e-06,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-4.318322785247579e-06,""ci_low"":-4.883309884161491e-06,""ci_high"":-3.758859311154583e-06,""positive_probability"":0.0,""block_rows"":60,""draws"":500}}}",,,,,7,,absolute_atm_iv_change
0.18894616176887913,0.1632715623973502,0.18827509256732466,0.18903593086717252,0.1894451971199771,,,,,diagnostic_2,,curvature_increment_30s,-0.0007608382998478547,"{""60s"":{""mean_mae_reduction"":-3.890401977660303e-06,""ci_low"":-4.491108262021675e-06,""ci_high"":-3.2499566167821345e-06,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-3.890401977660303e-06,""ci_low"":-4.6347074875036395e-06,""ci_high"":-3.1458542712646894e-06,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-3.890401977660303e-06,""ci_low"":-4.75743419777914e-06,""ci_high"":-2.930829306353524e-06,""positive_probability"":0.0,""block_rows"":60,""draws"":500}}","{""base_to_candidate"":{""60s"":{""mean_mae_reduction"":-5.983107141973391e-06,""ci_low"":-6.834680372631254e-06,""ci_high"":-5.125103207793776e-06,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-5.983107141973391e-06,""ci_low"":-6.99232895795375e-06,""ci_high"":-4.951421421052781e-06,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-5.983107141973391e-06,""ci_low"":-7.371710381659045e-06,""ci_high"":-4.74142893146432e-06,""positive_probability"":0.0,""block_rows"":60,""draws"":500}},""base_pca_to_candidate"":{""60s"":{""mean_mae_reduction"":-1.6657848687042375e-05,""ci_low"":-1.7606387262585007e-05,""ci_high"":-1.561817616841416e-05,""positive_probability"":0.0,""block_rows"":12,""draws"":500},""120s"":{""mean_mae_reduction"":-1.6657848687042375e-05,""ci_low"":-1.776019980560451e-05,""ci_high"":-1.5472274583361064e-05,""positive_probability"":0.0,""block_rows"":24,""draws"":500},""300s"":{""mean_mae_reduction"":-1.6657848687042375e-05,""ci_low"":-1.8130935535383968e-05,""ci_high"":-1.5155874583086663e-05,""positive_probability"":0.0,""block_rows"":60,""draws"":500}}}",,,,,7,,absolute_atm_iv_change
,,,,,12,60,0.24151803169882874,0.15270237150507662,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[0.03943868732769473,0.04420661717502686,null,null,null]",2342,7,0.19692878650235954,surface_displacement
,,,,,24,120,0.2514275593407678,0.1552099154476415,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[0.03943868732769473,0.04420661717502686,null,null,null]",2342,7,0.19692878650235954,surface_displacement
,,,,,60,300,0.24880446789598232,0.1511646379771576,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[0.03943868732769473,0.04420661717502686,null,null,null]",2342,7,0.19692878650235954,surface_displacement
,,,,,12,60,0.18554008314036424,0.09507364846012305,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[0.004144358405164469,0.004591641065321471,null,null,null]",2342,7,0.13866515516055714,absolute_atm_iv_change
,,,,,24,120,0.18402679053275134,0.09702314695972968,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[0.004144358405164469,0.004591641065321471,null,null,null]",2342,7,0.13866515516055714,absolute_atm_iv_change
,,,,,60,300,0.18633478725014996,0.09618669214122029,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[0.004144358405164469,0.004591641065321471,null,null,null]",2342,7,0.13866515516055714,absolute_atm_iv_change
,,,,,12,60,0.11790683980974828,-0.00960807856077161,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[9.760056032722204e-05,0.00011569393678508285,null,null,null]",2342,7,0.05265617778069886,realized_futures_volatility
,,,,,24,120,0.12876720527894697,-0.009207512469472021,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[9.760056032722204e-05,0.00011569393678508285,null,null,null]",2342,7,0.05265617778069886,realized_futures_volatility
,,,,,60,300,0.13871680745790824,-0.007529578472170161,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[9.760056032722204e-05,0.00011569393678508285,null,null,null]",2342,7,0.05265617778069886,realized_futures_volatility
,,,,,12,60,0.12220401589703785,0.02155506463454945,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[7.311205997645298e-05,8.788413571235829e-05,null,null,null]",2342,7,0.06833688835989433,absolute_futures_return
,,,,,24,120,0.1367821727055943,0.02413578462884953,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[7.311205997645298e-05,8.788413571235829e-05,null,null,null]",2342,7,0.06833688835989433,absolute_futures_return
,,,,,60,300,0.13527235196472648,0.014158939298183598,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[7.311205997645298e-05,8.788413571235829e-05,null,null,null]",2342,7,0.06833688835989433,absolute_futures_return
,,,,,12,60,0.11859477188190445,0.04337528555214926,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[-7.438816855853058e-05,5.506568680387393e-06,null,null,null]",2342,7,0.08020554467165462,near_atm_spread_change
,,,,,24,120,0.11727645935220218,0.045180114674233024,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[-7.438816855853058e-05,5.506568680387393e-06,null,null,null]",2342,7,0.08020554467165462,near_atm_spread_change
,,,,,60,300,0.11550160309635121,0.04531843363688492,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[-7.438816855853058e-05,5.506568680387393e-06,null,null,null]",2342,7,0.08020554467165462,near_atm_spread_change
,,,,,12,60,0.04495822127429818,-0.04948908458988223,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[4.2444769571596216e-05,4.665277192817259e-05,null,null,null]",2342,7,-0.006208330816933641,absolute_atm_straddle_change
,,,,,24,120,0.04889792584420279,-0.05724458746785542,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[4.2444769571596216e-05,4.665277192817259e-05,null,null,null]",2342,7,-0.006208330816933641,absolute_atm_straddle_change
,,,,,60,300,0.056637139020340524,-0.05626321926143148,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[4.2444769571596216e-05,4.665277192817259e-05,null,null,null]",2342,7,-0.006208330816933641,absolute_atm_straddle_change
,,,,,12,60,0.05461171242170068,-0.0414040072998475,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[7.97769567623482e-07,3.17640983564359e-07,null,null,null]",2342,7,0.004795688074498217,parity_restoration
,,,,,24,120,0.049280624239057234,-0.033774180608212565,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[7.97769567623482e-07,3.17640983564359e-07,null,null,null]",2342,7,0.004795688074498217,parity_restoration
,,,,,60,300,0.052445328927212286,-0.02832567770240979,diagnostic_1,500,velocity_60s,,,,False,"[214,2128,0,0,0]","[7.97769567623482e-07,3.17640983564359e-07,null,null,null]",2342,7,0.004795688074498217,parity_restoration
,,,,,12,60,0.18588741059098177,0.10532250830756885,diagnostic_1,500,acceleration_60s,,,,False,"[185,2156,1,0,0]","[0.038644380429628075,0.04421021560862126,0.045125204915188115,null,null]",2342,7,0.14423813045056164,surface_displacement
,,,,,24,120,0.19316401241650236,0.1058048920798638,diagnostic_1,500,acceleration_60s,,,,False,"[185,2156,1,0,0]","[0.038644380429628075,0.04421021560862126,0.045125204915188115,null,null]",2342,7,0.14423813045056164,surface_displacement
,,,,,60,300,0.1917150800562838,0.0918517241866461,diagnostic_1,500,acceleration_60s,,,,False,"[185,2156,1,0,0]","[0.038644380429628075,0.04421021560862126,0.045125204915188115,null,null]",2342,7,0.14423813045056164,surface_displacement
,,,,,12,60,0.15403665549545664,0.0709722452562973,diagnostic_1,500,acceleration_60s,,,,False,"[185,2156,1,0,0]","[0.003667068118984635,0.004626227535846504,0.005350716412067413,null,null]",2342,7,0.11294771347124402,absolute_atm_iv_change
,,,,,24,120,0.15926115879037858,0.07592309452030464,diagnostic_1,500,acceleration_60s,,,,False,"[185,2156,1,0,0]","[0.003667068118984635,0.004626227535846504,0.005350716412067413,null,null]",2342,7,0.11294771347124402,absolute_atm_iv_change
,,,,,60,300,0.15756423631417737,0.0745700924688578,diagnostic_1,500,acceleration_60s,,,,False,"[185,2156,1,0,0]","[0.003667068118984635,0.004626227535846504,0.005350716412067413,null,null]",2342,7,0.11294771347124402,absolute_atm_iv_change
,,,,,12,60,0.11631738731981245,-0.012873604092462378,diagnostic_1,500,acceleration_60s,,,,False,"[185,2156,1,0,0]","[0.0001005986699122294,0.00011512912680232718,0.000254066069101976,null,null]",2342,7,0.049765169471320904,realized_futures_volatility
,,,,,24,120,0.12557866461941783,-0.014318433465413147,diagnostic_1,500,acceleration_60s,,,,False,"[185,2156,1,0,0]","[0.0001005986699122294,0.00011512912680232718,0.000254066069101976,null,null]",2342,7,0.049765169471320904,realized_futures_volatility
,,,,,60,300,0.15658486447701897,-0.030050576238826333,diagnostic_1,500,acceleration_60s,,,,False,"[185,2156,1,0,0]","[0.0001005986699122294,0.00011512912680232718,0.000254066069101976,null,null]",2342,7,0.049765169471320904,realized_futures_volatility
,,,,,12,60,0.12903108772589844,0.02081049548153516,diagnostic_1,500,acceleration_60s,,,,False,"[185,2156,1,0,0]","[7.426287676836993e-05,8.761108695686638e-05,3.528594970703125e-05,null,null]",2342,7,0.07083651654408522,absolute_futures_return
,,,,,24,120,0.137297578289485,0.021052865006629583,diagnostic_1,500,acceleration_60s,,,,False,"[185,2156,1,0,0]","[7.426287676836993e-05,8.761108695686638e-05,3.528594970703125e-05,null,null]",2342,7,0.07083651654408522,absolute_futures_return
,,,,,60,300,0.14193306937999298,0.018494322043628362,diagnostic_1,500,acceleration_60s,,,,False,"[185,2156,1,0,0]","[7.426287676836993e-05,8.761108695686638e-05,3.528594970703125e-05,null,null]",2342,7,0.07083651654408522,absolute_futures_return
,,,,,12,60,0.08036835918670562,0.004308498709588249,diagnostic_1,500,acceleration_60s,,,,False,"[185,2156,1,0,0]","[-2.628475076808418e-05,3.0707359721742445e-07,-4.617031663656235e-07,null,null]",2342,7,0.04105814178815593,near_atm_spread_change
,,,,,24,120,0.0806035902674073,0.0033810768583487677,diagnostic_1,500,acceleration_60s,,,,False,"[185,2156,1,0,0]","[-2.628475076808418e-05,3.0707359721742445e-07,-4.617031663656235e-07,null,null]",2342,7,0.04105814178815593,near_atm_spread_change
,,,,,60,300,0.08076620370328152,0.003975724677713417,diagnostic_1,500,acceleration_60s,,,,False,"[185,2156,1,0,0]","[-2.628475076808418e-05,3.0707359721742445e-07,-4.617031663656235e-07,null,null]",2342,7,0.04105814178815593,near_atm_spread_change
,,,,,12,60,0.03063610508627183,-0.060372794256599645,diagnostic_1,500,acceleration_60s,,,,False,"[185,2156,1,0,0]","[4.11852086718018e-05,4.6719406024727394e-05,1.3976357877254486e-05,null,null]",2342,7,-0.015241049785401225,absolute_atm_straddle_change
