coverage,eligible,feature_name,finite_count,fold_id,gate_reason,gate_reason_count,maximum,minimum,retained,training_row_count
0.42404129793510326,False,surface__2026_09_29__theta__delta_1f,1150,outer_01,,,1.018706026766937e-05,-1.1129377523852045e-05,False,2712
0.42404129793510326,False,surface__2026_09_29__rho__delta_1f,1150,outer_01,,,0.0260090046452634,-0.025383637208733933,False,2712
0.42404129793510326,False,surface__2026_09_29__psi__delta_1f,1150,outer_01,,,0.0009722983356453344,-0.000948184047015365,False,2712
0.42404129793510326,False,surface__2026_09_29__atm_iv__delta_1f,1150,outer_01,,,0.0005182695130658832,-0.0005659380231963496,False,2712
0.42404129793510326,False,surface__2026_09_29__atm_skew__delta_1f,1150,outer_01,,,0.021631185454581536,-0.02162828112445503,False,2712
0.42404129793510326,False,surface__2026_09_29__atm_curvature__delta_1f,1150,outer_01,,,1.9281370634174948,-1.8631323844629932,False,2712
0.42404129793510326,False,surface__term_2026_09_01_minus_2026_08_25__atm_iv__delta_1f,1150,outer_01,,,0.003883965475376533,-0.004442508371200499,False,2712
0.42404129793510326,False,surface__term_2026_09_01_minus_2026_08_25__atm_skew__delta_1f,1150,outer_01,,,0.619877965632872,-0.6328705189121375,False,2712
0.42404129793510326,False,surface__term_2026_09_01_minus_2026_08_25__atm_curvature__delta_1f,1150,outer_01,,,106.19343350969547,-105.56330936815465,False,2712
0.42404129793510326,False,surface__term_2026_09_29_minus_2026_09_01__atm_iv__delta_1f,1150,outer_01,,,0.0037701902631928075,-0.0035564149973496273,False,2712
0.42404129793510326,False,surface__term_2026_09_29_minus_2026_09_01__atm_skew__delta_1f,1150,outer_01,,,0.6637315598697833,-0.6594904697551403,False,2712
0.42404129793510326,False,surface__term_2026_09_29_minus_2026_09_01__atm_curvature__delta_1f,1150,outer_01,,,128.73462730392296,-129.24357998718742,False,2712
0.42404129793510326,False,surface__2026_08_25__theta__velocity_per_second,1150,outer_01,,,1.64480344230597e-07,-1.6587451951464504e-07,False,2712
0.42404129793510326,False,surface__2026_08_25__rho__velocity_per_second,1150,outer_01,,,0.02952585554165311,-0.029379111240584222,False,2712
0.42404129793510326,False,surface__2026_08_25__psi__velocity_per_second,1150,outer_01,,,0.000180769702655589,-0.00017781816289393762,False,2712
0.42404129793510326,False,surface__2026_08_25__atm_iv__velocity_per_second,1150,outer_01,,,9.09137512138015e-05,-9.144063400112496e-05,False,2712
0.42404129793510326,False,surface__2026_08_25__atm_skew__velocity_per_second,1150,outer_01,,,0.22917758606751915,-0.22804419746322174,False,2712
0.42404129793510326,False,surface__2026_08_25__atm_curvature__velocity_per_second,1150,outer_01,,,43.88590231951456,-43.76375582714953,False,2712
0.42404129793510326,False,surface__2026_09_01__theta__velocity_per_second,1150,outer_01,,,3.187795536459143e-06,-3.68726888144795e-06,False,2712
0.42404129793510326,False,surface__2026_09_01__rho__velocity_per_second,1150,outer_01,,,0.033715726057422526,-0.033490902103679145,False,2712
0.42404129793510326,False,surface__2026_09_01__psi__velocity_per_second,1150,outer_01,,,0.0003796305340352538,-0.0003159947520840496,False,2712
0.42404129793510326,False,surface__2026_09_01__atm_iv__velocity_per_second,1150,outer_01,,,0.000742512574750124,-0.0008554382437904696,False,2712
0.42404129793510326,False,surface__2026_09_01__atm_skew__velocity_per_second,1150,outer_01,,,0.13504586224856954,-0.1356797561423375,False,2712
0.42404129793510326,False,surface__2026_09_01__atm_curvature__velocity_per_second,1150,outer_01,,,26.13137034800459,-26.11699255598109,False,2712
0.42404129793510326,False,surface__2026_09_29__theta__velocity_per_second,1150,outer_01,,,2.0372124132364566e-06,-2.219545715517069e-06,False,2712
0.42404129793510326,False,surface__2026_09_29__rho__velocity_per_second,1150,outer_01,,,0.005200007799963003,-0.005074686264899577,False,2712
0.42404129793510326,False,surface__2026_09_29__psi__velocity_per_second,1150,outer_01,,,0.0001939066763132896,-0.00018961822742356383,False,2712
0.42404129793510326,False,surface__2026_09_29__atm_iv__velocity_per_second,1150,outer_01,,,0.00010364374585774258,-0.00011286572963686233,False,2712
0.42404129793510326,False,surface__2026_09_29__atm_skew__velocity_per_second,1150,outer_01,,,0.004324745780179436,-0.004323917027851861,False,2712
0.42404129793510326,False,surface__2026_09_29__atm_curvature__velocity_per_second,1150,outer_01,,,0.38453079238853366,-0.37258996426838825,False,2712
0.42404129793510326,False,surface__term_2026_09_01_minus_2026_08_25__atm_iv__velocity_per_second,1150,outer_01,,,0.0007767921803248351,-0.0008871034742604961,False,2712
0.42404129793510326,False,surface__term_2026_09_01_minus_2026_08_25__atm_skew__velocity_per_second,1150,outer_01,,,0.12368656631637642,-0.12652774563598163,False,2712
0.42404129793510326,False,surface__term_2026_09_01_minus_2026_08_25__atm_curvature__velocity_per_second,1150,outer_01,,,21.189172521644036,-21.085066278663113,False,2712
0.42404129793510326,False,surface__term_2026_09_29_minus_2026_09_01__atm_iv__velocity_per_second,1150,outer_01,,,0.0007528514527475468,-0.0007096247710130149,False,2712
0.42404129793510326,False,surface__term_2026_09_29_minus_2026_09_01__atm_skew__velocity_per_second,1150,outer_01,,,0.1324537929643835,-0.1317893696188594,False,2712
0.42404129793510326,False,surface__term_2026_09_29_minus_2026_09_01__atm_curvature__velocity_per_second,1150,outer_01,,,25.744402591712696,-25.843427233090573,False,2712
0.4218289085545723,False,surface__2026_08_25__theta__ew_innovation_alpha_0p2,1144,outer_01,,,1.028875794961432e-06,-8.353465085835871e-07,False,2712
0.4218289085545723,False,surface__2026_08_25__rho__ew_innovation_alpha_0p2,1144,outer_01,,,0.12113264009528107,-0.10845428130362289,False,2712
0.4218289085545723,False,surface__2026_08_25__psi__ew_innovation_alpha_0p2,1144,outer_01,,,0.0008604756753797255,-0.0006689696629269739,False,2712
0.4218289085545723,False,surface__2026_08_25__atm_iv__ew_innovation_alpha_0p2,1144,outer_01,,,0.000569684743793264,-0.00045817814141324575,False,2712
0.4218289085545723,False,surface__2026_08_25__atm_skew__ew_innovation_alpha_0p2,1144,outer_01,,,0.9302127034547196,-0.8382582492267137,False,2712
