horizon_sessions_round,n,mean,median,win_rate,total,p_one_sided,iid_ci_lo,iid_ci_hi,block4_ci_lo,block4_ci_hi,worst,best
1,6,57.80833333333334,52.525,0.6666666666666666,346.85,0.08965493982694502,-7.524999999999515,123.1416666666662,2.9583333333334543,112.65833333333323,-66.09999999999928,181.0
2,2,6.974999999999639,6.974999999999639,0.5,13.949999999999278,0.48723416661541735,-166.84999999999926,180.79999999999853,6.974999999999639,6.974999999999639,-166.84999999999926,180.79999999999853
3,5,-3.6400000000007084,97.34999999999928,0.6,-18.20000000000354,0.5176180469411484,-146.92000000000024,124.1499999999987,-81.76000000000042,74.479999999999,-228.45,162.14999999999853
4,18,42.02500000000008,41.875,0.6111111111111112,756.4500000000014,0.1264807908041742,-27.142013888888744,108.56673611111121,-38.600694444444606,130.11944444444453,-257.8,249.80000000000155
5,19,14.400000000000034,61.05000000000075,0.5263157894736842,273.60000000000065,0.3548767506555319,-57.86585526315763,87.1579605263157,-43.07421052631557,74.70789473684202,-208.95,272.35000000000076
6,2,5.2500000000007105,5.2500000000007105,0.5,10.500000000001421,0.45975273970865466,-36.04999999999927,46.55000000000069,5.2500000000007105,5.2500000000007105,-36.04999999999927,46.55000000000069
