session,latency_ms,ttl_seconds,queue_model,fee_bps,signals,fills,fill_rate,mean_net_bps_per_fill,mean_net_bps_per_signal,total_net_bps,win_rate_fills,mean_adverse_1s_bps,mean_adverse_5s_bps
2026-08-27,250,5,full_displayed,0.5,142,25,0.176056338028169,-0.05577723905300376,-0.00981993645299362,-1.394430976325094,0.32,0.03950285640883309,-0.009915362311677035
2026-08-27,250,5,full_displayed,1.0,142,25,0.176056338028169,-0.5557772390530037,-0.09784810546707812,-13.894430976325093,0.28,0.03950285640883309,-0.009915362311677035
2026-08-27,250,5,half_displayed,0.0,142,28,0.19718309859154928,0.39366353162633383,0.07762379496857287,11.022578885537348,0.4642857142857143,0.03527040750788669,-0.002969378686235
2026-08-27,250,5,half_displayed,0.2,142,28,0.19718309859154928,0.19366353162633376,0.038187175250262995,5.422578885537345,0.42857142857142855,0.03527040750788669,-0.002969378686235
2026-08-27,250,5,half_displayed,0.5,142,28,0.19718309859154928,-0.10633646837366621,-0.020967754327201788,-2.977421114462654,0.32142857142857145,0.03527040750788669,-0.002969378686235
2026-08-27,250,5,half_displayed,1.0,142,28,0.19718309859154928,-0.6063364683736662,-0.11955930362297644,-16.977421114462654,0.2857142857142857,0.03527040750788669,-0.002969378686235
2026-08-27,250,5,touch,0.0,142,69,0.4859154929577465,0.5527877648231028,0.2686081392450288,38.14235577279409,0.5797101449275363,0.054472538711668725,0.24139036677750164
2026-08-27,250,5,touch,0.2,142,69,0.4859154929577465,0.35278776482310287,0.17142504065347955,24.342355772794097,0.5362318840579711,0.054472538711668725,0.24139036677750164
2026-08-27,250,5,touch,0.5,142,69,0.4859154929577465,0.05278776482310278,0.025650392766155578,3.642355772794092,0.42028985507246375,0.054472538711668725,0.24139036677750164
2026-08-27,250,5,touch,1.0,142,69,0.4859154929577465,-0.44721223517689723,-0.21730735371271767,-30.85764422720591,0.2753623188405797,0.054472538711668725,0.24139036677750164
2026-08-27,1000,1,full_displayed,0.0,142,0,0.0,,0.0,0.0,,,
2026-08-27,1000,1,full_displayed,0.2,142,0,0.0,,0.0,0.0,,,
2026-08-27,1000,1,full_displayed,0.5,142,0,0.0,,0.0,0.0,,,
2026-08-27,1000,1,full_displayed,1.0,142,0,0.0,,0.0,0.0,,,
2026-08-27,1000,1,half_displayed,0.0,142,0,0.0,,0.0,0.0,,,
2026-08-27,1000,1,half_displayed,0.2,142,0,0.0,,0.0,0.0,,,
2026-08-27,1000,1,half_displayed,0.5,142,0,0.0,,0.0,0.0,,,
2026-08-27,1000,1,half_displayed,1.0,142,0,0.0,,0.0,0.0,,,
2026-08-27,1000,1,touch,0.0,142,0,0.0,,0.0,0.0,,,
2026-08-27,1000,1,touch,0.2,142,0,0.0,,0.0,0.0,,,
2026-08-27,1000,1,touch,0.5,142,0,0.0,,0.0,0.0,,,
2026-08-27,1000,1,touch,1.0,142,0,0.0,,0.0,0.0,,,
2026-08-27,1000,5,full_displayed,0.0,142,21,0.14788732394366197,0.46192267969568884,0.06831250896908074,9.700376273609466,0.42857142857142855,0.03520955972649825,0.06248477124157297
2026-08-27,1000,5,full_displayed,0.2,142,21,0.14788732394366197,0.2619226796956888,0.03873504418034834,5.500376273609464,0.38095238095238093,0.03520955972649825,0.06248477124157297
2026-08-27,1000,5,full_displayed,0.5,142,21,0.14788732394366197,-0.03807732030431119,-0.005631153002750247,-0.799623726390535,0.2857142857142857,0.03520955972649825,0.06248477124157297
2026-08-27,1000,5,full_displayed,1.0,142,21,0.14788732394366197,-0.5380773203043112,-0.07957481497458124,-11.299623726390536,0.2857142857142857,0.03520955972649825,0.06248477124157297
2026-08-27,1000,5,half_displayed,0.0,142,25,0.176056338028169,0.3534691924657023,0.06223049163128562,8.836729811642558,0.4,0.02957603017025853,0.009644815214107103
2026-08-27,1000,5,half_displayed,0.2,142,25,0.176056338028169,0.15346919246570223,0.0270192240256518,3.836729811642556,0.36,0.02957603017025853,0.009644815214107103
2026-08-27,1000,5,half_displayed,0.5,142,25,0.176056338028169,-0.1465308075342977,-0.02579767738279889,-3.663270188357443,0.28,0.02957603017025853,0.009644815214107103
2026-08-27,1000,5,half_displayed,1.0,142,25,0.176056338028169,-0.6465308075342978,-0.11382584639688341,-16.163270188357444,0.28,0.02957603017025853,0.009644815214107103
2026-08-27,1000,5,touch,0.0,142,66,0.4647887323943662,0.5366915205966278,0.2494481715449115,35.421640359377434,0.5303030303030303,0.01867833365913167,0.17699933857275674
2026-08-27,1000,5,touch,0.2,142,66,0.4647887323943662,0.33669152059662777,0.15649042506603825,22.22164035937743,0.48484848484848486,0.01867833365913167,0.17699933857275674
2026-08-27,1000,5,touch,0.5,142,66,0.4647887323943662,0.03669152059662777,0.017053805347728403,2.421640359377433,0.4090909090909091,0.01867833365913167,0.17699933857275674
2026-08-27,1000,5,touch,1.0,142,66,0.4647887323943662,-0.4633084794033722,-0.2153405608494547,-30.578359640622566,0.30303030303030304,0.01867833365913167,0.17699933857275674
